Restaurant_ID,Restaurant_Name,City,Locality,Cuisines,Restaurant_Type,Online_Order,Table_Booking,Rating,Votes,Approx_Cost_for_Two,Listed_In,Has_Parking,Is_Newly_Opened,Delivery_Time_mins,Rating_Category,Cost_Category,Engagement_Score
ZOM1582,Saffron Kitchen (CG ),Ahmedabad,CG Road,Chinese,Fine Dining,Yes,No,3.0,674,2625,Dine-out,No,No,78,Average (2.5-3.5),Luxury (1500+),19.54
ZOM1583,Taste of India (Man),Ahmedabad,Maninagar,Fast Food,Food Court,Yes,No,4.0,251,736,Pubs and Bars,No,No,22,Good (3.5-4.0),Premium (700-1500),22.12
ZOM1584,Curry Leaf (Ind),Lucknow,Indira Nagar,Thai,Delivery Only,Yes,No,3.3,2405,426,Desserts,No,No,80,Average (2.5-3.5),Mid-range (300-700),25.69
ZOM1585,The Pizza Place (Kar),Delhi,Karol Bagh,Fast Food,Bakery,Yes,No,2.8,3552,676,Dine-out,No,Yes,28,Average (2.5-3.5),Mid-range (300-700),22.89
ZOM1586,Bombay Bites (Dad),Mumbai,Dadar,Chinese,Bakery,No,No,3.9,1400,656,Pubs and Bars,Yes,No,0,Good (3.5-4.0),Mid-range (300-700),28.26
ZOM1587,Idli House (SG ),Ahmedabad,SG Highway,North Indian,Dhaba,Yes,No,4.2,2777,425,Pubs and Bars,Yes,Yes,22,Very Good (4.0-4.5),Mid-range (300-700),33.3
ZOM1588,Tikka Town (Mal),Jaipur,Malviya Nagar,Italian,Dhaba,No,No,3.0,592,476,Desserts,Yes,No,0,Average (2.5-3.5),Mid-range (300-700),19.16
ZOM1589,Urban Bites (Vim),Pune,Viman Nagar,Italian,Delivery Only,No,No,3.3,3836,417,Dine-out,No,No,0,Average (2.5-3.5),Mid-range (300-700),27.23
ZOM1590,The Pizza Place (Myl),Chennai,Mylapore,Biryani,Delivery Only,Yes,No,3.3,194,745,Delivery,Yes,No,60,Average (2.5-3.5),Premium (700-1500),17.4
ZOM1591,South Kitchen (Ann),Chennai,Anna Nagar,Gujarati,Food Court,No,No,4.8,4438,513,Dine-out,No,No,0,Excellent (4.5+),Mid-range (300-700),40.31
ZOM1592,Spice Garden (Gac),Hyderabad,Gachibowli,North Indian,Fine Dining,Yes,No,4.6,1103,3820,Delivery,No,No,88,Excellent (4.5+),Luxury (1500+),32.23
ZOM1593,Desi Zaika (MG ),Bangalore,MG Road,Mexican,Casual Dining,Yes,No,4.8,1679,1261,Desserts,Yes,No,34,Excellent (4.5+),Premium (700-1500),35.65
ZOM1594,Burger House (Hin),Pune,Hinjewadi,Mexican,Bakery,Yes,No,3.5,935,447,Dine-out,Yes,No,47,Average (2.5-3.5),Mid-range (300-700),23.95
ZOM1595,The Grill House (Juh),Mumbai,Juhu,Continental,Quick Bites,No,No,3.2,1075,350,Dine-out,Yes,No,0,Average (2.5-3.5),Mid-range (300-700),22.34
ZOM1596,Green Leaf Cafe (Kor),Pune,Koregaon Park,South Indian,Cafe,No,No,3.5,4224,841,Dine-out,No,Yes,0,Average (2.5-3.5),Premium (700-1500),29.22
ZOM1597,Saffron Kitchen (Hit),Hyderabad,Hitech City,Biryani,Quick Bites,Yes,No,3.3,4633,376,Desserts,No,No,76,Average (2.5-3.5),Mid-range (300-700),27.86
ZOM1598,Chaat Corner (Sal),Kolkata,Salt Lake,Gujarati,Casual Dining,Yes,No,4.7,3705,859,Dine-out,Yes,No,36,Excellent (4.5+),Premium (700-1500),38.62
ZOM1599,Desi Zaika (Pow),Mumbai,Powai,Italian,Quick Bites,No,No,3.3,4651,401,Dine-out,Yes,No,0,Average (2.5-3.5),Mid-range (300-700),27.87
ZOM1600,Idli House (Nun),Chennai,Nungambakkam,South Indian,Dhaba,Yes,No,3.9,4945,450,Delivery,Yes,No,42,Good (3.5-4.0),Mid-range (300-700),33.17
ZOM1601,Desi Zaika (Gom),Lucknow,Gomti Nagar,Mughlai,Quick Bites,Yes,No,4.2,1471,240,Desserts,Yes,No,65,Very Good (4.0-4.5),Budget (<300),30.64
ZOM1602,Food Junction (And),Mumbai,Andheri,Mughlai,Fine Dining,Yes,No,3.3,2602,4249,Dine-out,No,No,54,Average (2.5-3.5),Luxury (1500+),25.95
ZOM1603,Food Junction (CG ),Ahmedabad,CG Road,Italian,Casual Dining,No,Yes,2.8,3922,995,Dine-out,No,Yes,0,Average (2.5-3.5),Premium (700-1500),23.17
ZOM1604,The Grill House (CG ),Ahmedabad,CG Road,Mexican,Delivery Only,No,No,3.5,1909,282,Dine-out,No,No,0,Average (2.5-3.5),Budget (<300),26.44
ZOM1605,The Curry House (Mal),Jaipur,Malviya Nagar,Mughlai,Food Court,Yes,No,4.0,2951,625,Delivery,No,No,38,Good (3.5-4.0),Mid-range (300-700),31.96
ZOM1606,Burger House (SG ),Ahmedabad,SG Highway,Fast Food,Bakery,Yes,No,3.0,2336,574,Pubs and Bars,No,No,38,Average (2.5-3.5),Mid-range (300-700),23.27
ZOM1607,Masala Magic (Dad),Mumbai,Dadar,Mughlai,Cafe,Yes,No,4.5,2995,1411,Pubs and Bars,No,No,33,Very Good (4.0-4.5),Premium (700-1500),36.02
ZOM1608,South Kitchen (Man),Jaipur,Mansarovar,Mexican,Fine Dining,Yes,Yes,4.0,1148,4483,Dine-out,Yes,Yes,49,Good (3.5-4.0),Luxury (1500+),28.19
ZOM1609,Dosa Point (Man),Jaipur,Mansarovar,South Indian,Casual Dining,Yes,No,5.0,269,719,Delivery,Yes,Yes,52,Excellent (4.5+),Premium (700-1500),27.99
ZOM1610,Punjabi Tadka (Vas),Ahmedabad,Vastrapur,South Indian,Casual Dining,No,Yes,4.3,3452,1220,Pubs and Bars,No,No,0,Very Good (4.0-4.5),Premium (700-1500),35.03
ZOM1611,The Grand Kitchen (Juh),Mumbai,Juhu,Italian,Quick Bites,Yes,No,3.3,1767,483,Desserts,Yes,No,60,Average (2.5-3.5),Mid-range (300-700),24.68
ZOM1612,Dosa Point (Juh),Mumbai,Juhu,Thai,Dhaba,Yes,No,2.9,72,326,Delivery,No,No,74,Average (2.5-3.5),Mid-range (300-700),12.44
ZOM1613,Dosa Point (MI ),Jaipur,MI Road,Biryani,Quick Bites,Yes,No,2.8,2529,211,Delivery,Yes,Yes,67,Average (2.5-3.5),Budget (<300),21.94
ZOM1614,Flavors Restaurant (Dwa),Delhi,Dwarka,Italian,Dhaba,Yes,No,2.6,1698,693,Pubs and Bars,No,No,69,Average (2.5-3.5),Mid-range (300-700),19.34
ZOM1615,Chaat Corner (Ali),Lucknow,Aliganj,Chinese,Dhaba,Yes,No,3.4,1497,524,Pubs and Bars,No,No,67,Average (2.5-3.5),Mid-range (300-700),24.86
ZOM1616,The Grill House (Kor),Pune,Koregaon Park,Chinese,Fine Dining,No,Yes,3.7,1304,4560,Dine-out,No,No,0,Good (3.5-4.0),Luxury (1500+),26.54
ZOM1617,The Kebab Studio (New),Kolkata,New Town,Thai,Bakery,Yes,No,2.6,2049,400,Desserts,No,No,80,Average (2.5-3.5),Mid-range (300-700),19.83
ZOM1618,Green Leaf Cafe (Ali),Kolkata,Alipore,Italian,Cafe,Yes,No,4.2,1063,731,Dine-out,No,No,73,Very Good (4.0-4.5),Premium (700-1500),29.27
ZOM1619,Bombay Bites (Kor),Pune,Koregaon Park,Biryani,Casual Dining,Yes,Yes,5.0,3664,573,Dine-out,Yes,No,66,Excellent (4.5+),Mid-range (300-700),41.03
ZOM1620,The Sandwich Shop (Jub),Hyderabad,Jubilee Hills,Mughlai,Casual Dining,Yes,Yes,4.3,531,1004,Pubs and Bars,No,No,41,Very Good (4.0-4.5),Premium (700-1500),26.99
ZOM1621,Taste of India (Con),Delhi,Connaught Place,Mexican,Bakery,Yes,No,3.9,1578,704,Dine-out,No,No,48,Good (3.5-4.0),Premium (700-1500),28.72
ZOM1622,Punjabi Tadka (Gac),Hyderabad,Gachibowli,Fast Food,Quick Bites,No,No,3.8,4279,177,Pubs and Bars,Yes,Yes,0,Good (3.5-4.0),Budget (<300),31.77
ZOM1623,Dosa Point (Bal),Kolkata,Ballygunge,Chinese,Food Court,Yes,No,2.6,776,605,Pubs and Bars,No,No,64,Average (2.5-3.5),Mid-range (300-700),17.3
ZOM1624,Urban Bites (Pow),Mumbai,Powai,Bengali,Dhaba,Yes,No,4.0,583,361,Dine-out,No,No,74,Good (3.5-4.0),Mid-range (300-700),25.48
ZOM1625,Olive Garden (Kor),Pune,Koregaon Park,Italian,Casual Dining,No,No,3.8,1797,613,Pubs and Bars,Yes,No,0,Good (3.5-4.0),Mid-range (300-700),28.48
ZOM1626,Saffron Kitchen (Jag),Jaipur,Jagatpura,Chinese,Bakery,Yes,No,4.3,3741,666,Dine-out,Yes,No,84,Very Good (4.0-4.5),Mid-range (300-700),35.38
ZOM1627,Desi Zaika (Man),Ahmedabad,Maninagar,Bengali,Quick Bites,No,No,3.8,4541,242,Dine-out,No,No,0,Good (3.5-4.0),Budget (<300),32.0
ZOM1628,Punjabi Tadka (Whi),Bangalore,Whitefield,South Indian,Food Court,Yes,No,2.7,1649,490,Pubs and Bars,No,No,67,Average (2.5-3.5),Mid-range (300-700),20.0
ZOM1629,The Sandwich Shop (Kar),Delhi,Karol Bagh,Thai,Dhaba,Yes,No,3.6,4801,248,Dine-out,No,No,65,Good (3.5-4.0),Budget (<300),30.52
ZOM1630,The Grill House (Pra),Ahmedabad,Prahlad Nagar,Gujarati,Cafe,Yes,No,3.5,4981,740,Dine-out,Yes,No,68,Average (2.5-3.5),Premium (700-1500),29.8
ZOM1631,Royal Feast (Hin),Pune,Hinjewadi,Gujarati,Quick Bites,No,No,3.2,708,467,Desserts,No,No,0,Average (2.5-3.5),Mid-range (300-700),21.0
ZOM1632,The Sandwich Shop (Gac),Hyderabad,Gachibowli,Mughlai,Casual Dining,Yes,No,4.3,2434,1216,Dine-out,No,No,60,Very Good (4.0-4.5),Premium (700-1500),33.53
ZOM1633,Curry Leaf (Gom),Lucknow,Gomti Nagar,Mexican,Casual Dining,Yes,No,3.3,860,1218,Dine-out,Yes,Yes,78,Average (2.5-3.5),Premium (700-1500),22.3
ZOM1634,South Kitchen (Dwa),Delhi,Dwarka,North Indian,Cafe,Yes,No,3.7,187,1178,Dine-out,Yes,No,38,Good (3.5-4.0),Premium (700-1500),19.37
ZOM1635,The Grand Kitchen (Laj),Delhi,Lajpat Nagar,Mexican,Food Court,Yes,No,4.5,1361,326,Dine-out,No,No,65,Very Good (4.0-4.5),Mid-range (300-700),32.48
ZOM1636,The Grill House (Mad),Hyderabad,Madhapur,Thai,Delivery Only,No,No,2.7,3633,531,Pubs and Bars,No,No,0,Average (2.5-3.5),Mid-range (300-700),22.13
ZOM1637,The Curry House (Col),Mumbai,Colaba,Bengali,Casual Dining,Yes,No,2.4,4684,855,Dine-out,No,No,80,Poor (<2.5),Premium (700-1500),20.29
ZOM1638,Urban Bites (Col),Mumbai,Colaba,Gujarati,Casual Dining,No,Yes,2.6,1137,1001,Dine-out,Yes,Yes,0,Average (2.5-3.5),Premium (700-1500),18.3
ZOM1639,Green Leaf Cafe (Myl),Chennai,Mylapore,Continental,Cafe,Yes,No,4.3,992,919,Dine-out,No,Yes,44,Very Good (4.0-4.5),Premium (700-1500),29.67
ZOM1640,The Grill House (Ind),Bangalore,Indiranagar,Thai,Food Court,Yes,No,3.4,4959,523,Delivery,Yes,No,52,Average (2.5-3.5),Mid-range (300-700),28.93
ZOM1641,The Grand Kitchen (Bal),Kolkata,Ballygunge,Continental,Fine Dining,Yes,Yes,4.1,2691,1919,Dine-out,No,No,38,Very Good (4.0-4.5),Luxury (1500+),32.38
ZOM1642,Olive Garden (Mad),Hyderabad,Madhapur,Fast Food,Casual Dining,Yes,Yes,4.8,1779,731,Delivery,No,No,34,Excellent (4.5+),Premium (700-1500),35.92
ZOM1643,The Diner (Jub),Hyderabad,Jubilee Hills,Mughlai,Dhaba,Yes,No,3.4,4011,304,Delivery,No,No,85,Average (2.5-3.5),Mid-range (300-700),28.21
ZOM1644,The Pizza Place (Man),Jaipur,Mansarovar,Bengali,Cafe,Yes,No,3.6,1847,609,Pubs and Bars,Yes,No,70,Good (3.5-4.0),Mid-range (300-700),27.08
ZOM1645,The Grill House (Nun),Chennai,Nungambakkam,Mughlai,Food Court,Yes,No,3.7,3194,576,Dine-out,No,No,58,Good (3.5-4.0),Mid-range (300-700),29.86
ZOM1646,The Kebab Studio (Ami),Lucknow,Aminabad,Gujarati,Cafe,Yes,No,3.3,775,786,Dine-out,No,No,35,Average (2.5-3.5),Premium (700-1500),21.96
ZOM1647,Masala Magic (Aun),Pune,Aundh,Gujarati,Fine Dining,Yes,Yes,4.0,3426,3843,Delivery,Yes,No,21,Good (3.5-4.0),Luxury (1500+),32.56
ZOM1648,Tikka Town (MG ),Bangalore,MG Road,North Indian,Bakery,No,No,2.5,4013,510,Desserts,No,No,0,Poor (<2.5),Mid-range (300-700),20.74
ZOM1649,Taste of India (T N),Chennai,T Nagar,Italian,Quick Bites,Yes,No,3.2,2003,362,Delivery,No,No,81,Average (2.5-3.5),Mid-range (300-700),24.33
ZOM1650,South Kitchen (Ami),Lucknow,Aminabad,Bengali,Cafe,Yes,No,3.6,4149,676,Dine-out,No,Yes,73,Good (3.5-4.0),Mid-range (300-700),29.99
ZOM1651,Taste of India (Par),Kolkata,Park Street,Biryani,Food Court,No,No,2.7,1135,619,Dine-out,Yes,No,0,Average (2.5-3.5),Mid-range (300-700),19.0
ZOM1652,Flavors Restaurant (Pra),Ahmedabad,Prahlad Nagar,Chinese,Fine Dining,Yes,No,3.8,2663,3521,Delivery,No,No,49,Good (3.5-4.0),Luxury (1500+),29.97
ZOM1653,The Sandwich Shop (Sec),Hyderabad,Secunderabad,Gujarati,Cafe,Yes,No,3.1,3264,594,Delivery,Yes,No,47,Average (2.5-3.5),Mid-range (300-700),25.08
ZOM1654,The Kebab Studio (Ind),Lucknow,Indira Nagar,Biryani,Bakery,No,No,3.6,3248,559,Dine-out,No,No,0,Good (3.5-4.0),Mid-range (300-700),29.11
ZOM1655,Chaat Corner (Dad),Mumbai,Dadar,Biryani,Dhaba,Yes,No,4.3,2046,317,Desserts,No,Yes,52,Very Good (4.0-4.5),Mid-range (300-700),32.78
ZOM1656,Dosa Point (MI ),Jaipur,MI Road,Mexican,Food Court,Yes,No,2.9,1948,206,Dine-out,No,No,87,Average (2.5-3.5),Budget (<300),21.97
ZOM1657,Flavors Restaurant (Dad),Mumbai,Dadar,Continental,Casual Dining,Yes,Yes,3.4,1596,1232,Dine-out,No,No,84,Average (2.5-3.5),Premium (700-1500),25.08
ZOM1658,Food Junction (HSR),Bangalore,HSR Layout,Fast Food,Casual Dining,Yes,Yes,4.6,2611,1406,Desserts,Yes,Yes,30,Excellent (4.5+),Premium (700-1500),36.19
ZOM1659,Green Leaf Cafe (Jay),Bangalore,Jayanagar,Biryani,Fine Dining,No,Yes,4.7,4917,4428,Delivery,Yes,No,0,Excellent (4.5+),Luxury (1500+),39.95
ZOM1660,Urban Bites (Ali),Lucknow,Aliganj,Italian,Food Court,Yes,No,3.8,1834,639,Dine-out,No,No,84,Good (3.5-4.0),Mid-range (300-700),28.56
ZOM1661,Olive Garden (Con),Delhi,Connaught Place,South Indian,Food Court,Yes,No,4.5,1059,587,Delivery,No,No,69,Very Good (4.0-4.5),Mid-range (300-700),31.35
ZOM1662,The Grill House (Jag),Jaipur,Jagatpura,Chinese,Dhaba,No,No,3.7,1404,756,Delivery,Yes,No,0,Good (3.5-4.0),Premium (700-1500),26.82
ZOM1663,The Kebab Studio (Ali),Lucknow,Aliganj,Chinese,Fine Dining,Yes,No,4.0,1183,3537,Delivery,No,No,83,Good (3.5-4.0),Luxury (1500+),28.31
ZOM1664,Olive Garden (Myl),Chennai,Mylapore,Mexican,Delivery Only,Yes,No,2.6,1262,324,Delivery,Yes,No,34,Average (2.5-3.5),Mid-range (300-700),18.57
ZOM1665,Burger House (Dad),Mumbai,Dadar,Fast Food,Casual Dining,No,Yes,3.1,4345,941,Pubs and Bars,Yes,No,0,Average (2.5-3.5),Premium (700-1500),25.97
ZOM1666,Burger House (Jub),Hyderabad,Jubilee Hills,Bengali,Food Court,No,No,3.6,4014,286,Desserts,Yes,Yes,0,Good (3.5-4.0),Budget (<300),29.87
ZOM1667,Spice Garden (Mad),Hyderabad,Madhapur,Fast Food,Cafe,Yes,No,3.9,790,600,Dine-out,Yes,No,48,Good (3.5-4.0),Mid-range (300-700),26.03
ZOM1668,Masala Magic (Ban),Mumbai,Bandra,North Indian,Delivery Only,Yes,No,2.9,4177,308,Delivery,Yes,No,41,Average (2.5-3.5),Mid-range (300-700),24.18
ZOM1669,South Kitchen (Ind),Bangalore,Indiranagar,Gujarati,Delivery Only,Yes,No,3.9,4168,268,Desserts,No,No,56,Good (3.5-4.0),Budget (<300),32.51
ZOM1670,The Biryani Bowl (And),Mumbai,Andheri,Fast Food,Bakery,No,No,2.8,2357,578,Delivery,No,Yes,0,Average (2.5-3.5),Mid-range (300-700),21.74
ZOM1671,Food Junction (Vel),Chennai,Velachery,Chinese,Quick Bites,Yes,No,3.8,2395,191,Dine-out,No,No,51,Good (3.5-4.0),Budget (<300),29.57
ZOM1672,South Kitchen (Vai),Jaipur,Vaishali Nagar,Biryani,Cafe,Yes,No,2.8,3185,699,Delivery,No,Yes,30,Average (2.5-3.5),Mid-range (300-700),22.59
ZOM1673,The Pizza Place (CG ),Ahmedabad,CG Road,Biryani,Delivery Only,Yes,No,3.1,363,698,Dine-out,No,No,20,Average (2.5-3.5),Mid-range (300-700),18.28
ZOM1674,Saffron Kitchen (Jay),Bangalore,Jayanagar,Bengali,Food Court,No,No,3.9,1632,634,Desserts,Yes,No,0,Good (3.5-4.0),Mid-range (300-700),28.85
ZOM1675,The Grand Kitchen (T N),Chennai,T Nagar,North Indian,Quick Bites,No,No,3.4,3175,401,Delivery,No,No,0,Average (2.5-3.5),Mid-range (300-700),27.42
ZOM1676,Masala Magic (Ind),Lucknow,Indira Nagar,Continental,Casual Dining,Yes,Yes,4.4,2156,1186,Dine-out,Yes,No,56,Very Good (4.0-4.5),Premium (700-1500),33.78
ZOM1677,Bombay Bites (Ady),Chennai,Adyar,South Indian,Delivery Only,Yes,No,3.3,1003,719,Delivery,Yes,No,47,Average (2.5-3.5),Premium (700-1500),22.81
ZOM1678,Dosa Point (Bal),Kolkata,Ballygunge,Biryani,Casual Dining,Yes,No,4.1,661,463,Dine-out,No,No,30,Very Good (4.0-4.5),Mid-range (300-700),26.63
ZOM1679,Noodle Box (Nav),Ahmedabad,Navrangpura,Gujarati,Fine Dining,Yes,Yes,3.9,1850,3208,Pubs and Bars,No,No,66,Good (3.5-4.0),Luxury (1500+),29.34
ZOM1680,Punjabi Tadka (Cam),Pune,Camp,North Indian,Delivery Only,Yes,No,3.2,3216,383,Pubs and Bars,No,Yes,39,Average (2.5-3.5),Mid-range (300-700),25.84
ZOM1681,Idli House (Mad),Hyderabad,Madhapur,Gujarati,Bakery,Yes,No,3.8,1965,757,Delivery,Yes,No,31,Good (3.5-4.0),Premium (700-1500),28.82
ZOM1682,Punjabi Tadka (Juh),Mumbai,Juhu,Continental,Fine Dining,No,No,4.0,887,3271,Delivery,No,No,0,Good (3.5-4.0),Luxury (1500+),27.16
ZOM1683,Noodle Box (Juh),Mumbai,Juhu,Continental,Quick Bites,Yes,No,3.7,4964,219,Dine-out,No,No,74,Good (3.5-4.0),Budget (<300),31.49
ZOM1684,Royal Feast (Mad),Hyderabad,Madhapur,Fast Food,Fine Dining,Yes,Yes,4.1,1615,1898,Dine-out,Yes,No,46,Very Good (4.0-4.5),Luxury (1500+),30.29
ZOM1685,Flavors Restaurant (MI ),Jaipur,MI Road,Mexican,Fine Dining,Yes,Yes,3.2,4815,2203,Pubs and Bars,No,No,70,Average (2.5-3.5),Luxury (1500+),27.14
ZOM1686,Flavors Restaurant (Kor),Bangalore,Koramangala,Thai,Fine Dining,Yes,Yes,4.5,3807,3546,Pubs and Bars,Yes,Yes,23,Very Good (4.0-4.5),Luxury (1500+),37.1
ZOM1687,Masala Magic (Ann),Chennai,Anna Nagar,Gujarati,Quick Bites,No,No,3.5,907,312,Delivery,Yes,No,0,Average (2.5-3.5),Mid-range (300-700),23.84
ZOM1688,Masala Magic (Dad),Mumbai,Dadar,Fast Food,Cafe,Yes,No,3.0,3124,842,Dine-out,No,No,88,Average (2.5-3.5),Premium (700-1500),24.14
ZOM1689,The Curry House (Mal),Jaipur,Malviya Nagar,Mexican,Quick Bites,Yes,No,3.1,947,338,Dine-out,No,Yes,50,Average (2.5-3.5),Mid-range (300-700),21.25
ZOM1690,Flavors Restaurant (Dad),Mumbai,Dadar,Thai,Quick Bites,Yes,No,5.0,2772,426,Pubs and Bars,No,No,85,Excellent (4.5+),Mid-range (300-700),39.64
ZOM1691,The Food Factory (MG ),Bangalore,MG Road,Fast Food,Cafe,Yes,No,4.0,3757,1095,Dine-out,No,No,49,Good (3.5-4.0),Premium (700-1500),32.93
ZOM1692,The Grand Kitchen (Civ),Jaipur,Civil Lines,North Indian,Fine Dining,No,Yes,3.6,4157,3072,Delivery,Yes,No,0,Good (3.5-4.0),Luxury (1500+),30.0
ZOM1693,The Food Factory (And),Mumbai,Andheri,Continental,Dhaba,No,No,3.5,2963,748,Pubs and Bars,No,No,0,Average (2.5-3.5),Premium (700-1500),27.98
ZOM1694,Curry Leaf (Sal),Kolkata,Salt Lake,Biryani,Quick Bites,No,No,4.3,4241,277,Pubs and Bars,Yes,Yes,0,Very Good (4.0-4.5),Budget (<300),35.92
ZOM1695,The Diner (Nav),Ahmedabad,Navrangpura,Mexican,Delivery Only,No,No,4.2,205,326,Desserts,Yes,No,0,Very Good (4.0-4.5),Mid-range (300-700),22.38
ZOM1696,Green Leaf Cafe (Jay),Bangalore,Jayanagar,Fast Food,Bakery,Yes,No,3.9,261,303,Dine-out,No,No,42,Good (3.5-4.0),Mid-range (300-700),21.72
ZOM1697,Royal Feast (Nav),Ahmedabad,Navrangpura,South Indian,Food Court,Yes,No,4.4,3341,583,Desserts,No,No,23,Very Good (4.0-4.5),Mid-range (300-700),35.7
ZOM1698,Saffron Kitchen (Ady),Chennai,Adyar,Bengali,Fine Dining,Yes,Yes,5.0,418,3515,Delivery,No,Yes,53,Excellent (4.5+),Luxury (1500+),30.19
ZOM1699,Punjabi Tadka (Nun),Chennai,Nungambakkam,Mexican,Dhaba,No,No,4.2,2097,772,Dine-out,No,No,0,Very Good (4.0-4.5),Premium (700-1500),32.12
ZOM1700,Urban Bites (Vai),Jaipur,Vaishali Nagar,Mexican,Dhaba,Yes,No,2.4,2135,574,Dine-out,No,No,53,Poor (<2.5),Mid-range (300-700),18.4
ZOM1701,The Food Factory (Kot),Pune,Kothrud,Mughlai,Cafe,Yes,No,3.8,4550,1436,Pubs and Bars,No,Yes,75,Good (3.5-4.0),Premium (700-1500),32.01
ZOM1702,The Grill House (Ami),Lucknow,Aminabad,Mexican,Bakery,Yes,No,4.0,2163,650,Desserts,Yes,No,27,Good (3.5-4.0),Mid-range (300-700),30.72
ZOM1703,The Diner (Kor),Pune,Koregaon Park,Bengali,Quick Bites,No,No,3.5,1243,269,Dine-out,No,Yes,0,Average (2.5-3.5),Budget (<300),24.94
ZOM1704,The Sandwich Shop (Hau),Delhi,Hauz Khas,Chinese,Casual Dining,Yes,Yes,4.5,3970,1312,Desserts,No,No,49,Very Good (4.0-4.5),Premium (700-1500),37.29
ZOM1705,Flavors Restaurant (Kot),Pune,Kothrud,Bengali,Food Court,Yes,No,3.9,441,732,Dine-out,No,No,38,Good (3.5-4.0),Premium (700-1500),23.76
ZOM1706,Punjabi Tadka (Cam),Pune,Camp,Mughlai,Quick Bites,Yes,No,3.1,3863,486,Pubs and Bars,No,No,74,Average (2.5-3.5),Mid-range (300-700),25.6
ZOM1707,Tikka Town (Whi),Bangalore,Whitefield,North Indian,Bakery,Yes,No,3.9,1594,763,Delivery,No,No,39,Good (3.5-4.0),Premium (700-1500),28.76
ZOM1708,The Pizza Place (Laj),Delhi,Lajpat Nagar,North Indian,Cafe,No,No,1.9,164,1411,Dine-out,No,No,0,Poor (<2.5),Premium (700-1500),9.7
ZOM1709,The Diner (Vim),Pune,Viman Nagar,Continental,Cafe,Yes,No,5.0,57,807,Desserts,Yes,No,41,Excellent (4.5+),Premium (700-1500),20.3
ZOM1710,Taste of India (Civ),Jaipur,Civil Lines,Mughlai,Dhaba,Yes,No,4.0,2312,665,Dine-out,Yes,Yes,31,Good (3.5-4.0),Mid-range (300-700),30.99
ZOM1711,Chaat Corner (Dwa),Delhi,Dwarka,North Indian,Fine Dining,No,Yes,3.3,3707,3450,Dine-out,Yes,No,0,Average (2.5-3.5),Luxury (1500+),27.12
ZOM1712,South Kitchen (Vim),Pune,Viman Nagar,Biryani,Dhaba,Yes,No,3.0,4050,760,Desserts,No,No,76,Average (2.5-3.5),Premium (700-1500),24.92
ZOM1713,Desi Zaika (Civ),Jaipur,Civil Lines,Continental,Bakery,Yes,No,4.4,1269,353,Desserts,No,Yes,37,Very Good (4.0-4.5),Mid-range (300-700),31.45
ZOM1714,Food Junction (Ind),Lucknow,Indira Nagar,Biryani,Cafe,Yes,No,4.3,3172,1217,Desserts,No,No,27,Very Good (4.0-4.5),Premium (700-1500),34.67
ZOM1715,Food Junction (And),Mumbai,Andheri,Bengali,Food Court,Yes,No,3.8,2442,524,Delivery,No,No,63,Good (3.5-4.0),Mid-range (300-700),29.64
ZOM1716,Burger House (Hau),Delhi,Hauz Khas,Biryani,Delivery Only,Yes,No,3.6,893,336,Pubs and Bars,No,Yes,46,Good (3.5-4.0),Mid-range (300-700),24.46
ZOM1717,The Diner (Hit),Hyderabad,Hitech City,Gujarati,Quick Bites,Yes,No,3.8,4528,249,Pubs and Bars,Yes,No,34,Good (3.5-4.0),Budget (<300),31.99
ZOM1718,Saffron Kitchen (MI ),Jaipur,MI Road,Mexican,Food Court,No,No,4.3,823,767,Pubs and Bars,No,No,0,Very Good (4.0-4.5),Premium (700-1500),28.87
ZOM1719,The Food Factory (Hin),Pune,Hinjewadi,Fast Food,Delivery Only,Yes,No,3.6,3497,600,Pubs and Bars,No,No,77,Good (3.5-4.0),Mid-range (300-700),29.38
ZOM1720,Punjabi Tadka (Ala),Lucknow,Alambagh,North Indian,Food Court,Yes,No,2.0,475,374,Pubs and Bars,Yes,No,42,Poor (<2.5),Mid-range (300-700),12.33
ZOM1721,Urban Bites (Haz),Lucknow,Hazratganj,Fast Food,Food Court,Yes,No,3.6,3801,434,Pubs and Bars,Yes,No,32,Good (3.5-4.0),Mid-range (300-700),29.68
ZOM1722,The Curry House (T N),Chennai,T Nagar,Bengali,Delivery Only,Yes,No,3.2,933,651,Delivery,No,Yes,66,Average (2.5-3.5),Mid-range (300-700),21.89
ZOM1723,The Diner (Gom),Lucknow,Gomti Nagar,Bengali,Fine Dining,No,Yes,3.4,4893,3129,Dine-out,No,No,0,Average (2.5-3.5),Luxury (1500+),28.89
ZOM1724,Masala Magic (Vas),Ahmedabad,Vastrapur,Thai,Casual Dining,Yes,Yes,5.0,4633,1209,Pubs and Bars,Yes,No,36,Excellent (4.5+),Premium (700-1500),42.21
ZOM1725,Chaat Corner (Vim),Pune,Viman Nagar,Italian,Food Court,Yes,No,3.4,1129,701,Dine-out,No,No,67,Average (2.5-3.5),Premium (700-1500),23.9
ZOM1726,Spice Garden (Pow),Mumbai,Powai,Fast Food,Quick Bites,Yes,No,3.6,2592,295,Desserts,No,No,32,Good (3.5-4.0),Budget (<300),28.3
ZOM1727,Green Leaf Cafe (Vel),Chennai,Velachery,Biryani,Cafe,No,No,4.5,2262,1140,Desserts,No,No,0,Very Good (4.0-4.5),Premium (700-1500),34.76
