Restaurant_ID,Restaurant_Name,City,Cuisines,Restaurant_Type,Rating,Votes,Approx_Cost_for_Two,Rating_Category,Cost_Category,Engagement_Score,Online_Order,Table_Booking
ZOM1742,The Pizza Place (Man),Jaipur,Mexican,Food Court,3.5,2227,333,Average (2.5-3.5),Mid-range (300-700),26.98,No,No
ZOM1743,Royal Feast (Col),Mumbai,Biryani,Food Court,3.8,3467,700,Good (3.5-4.0),Mid-range (300-700),30.98,Yes,No
ZOM1744,The Biryani Bowl (Kor),Pune,Gujarati,Quick Bites,3.1,37,462,Average (2.5-3.5),Mid-range (300-700),11.28,Yes,No
ZOM1745,Green Leaf Cafe (Jub),Hyderabad,Thai,Casual Dining,4.2,724,954,Very Good (4.0-4.5),Premium (700-1500),27.66,Yes,No
ZOM1746,Chaat Corner (Nav),Ahmedabad,Gujarati,Food Court,4.2,4407,655,Very Good (4.0-4.5),Mid-range (300-700),35.24,Yes,No
ZOM1747,Noodle Box (Pow),Mumbai,Bengali,Cafe,4.2,3290,1482,Very Good (4.0-4.5),Premium (700-1500),34.02,No,No
ZOM1748,Spice Garden (Man),Ahmedabad,Mexican,Casual Dining,3.9,648,556,Good (3.5-4.0),Mid-range (300-700),25.25,Yes,No
ZOM1749,The Diner (Sec),Hyderabad,Gujarati,Food Court,4.1,3281,278,Very Good (4.0-4.5),Budget (<300),33.19,Yes,No
ZOM1750,Olive Garden (Pow),Mumbai,Chinese,Food Court,3.8,1246,633,Good (3.5-4.0),Mid-range (300-700),27.09,Yes,No
ZOM1751,The Grand Kitchen (Sec),Hyderabad,Gujarati,Fine Dining,3.7,3876,4087,Good (3.5-4.0),Luxury (1500+),30.57,Yes,Yes
ZOM1752,Dosa Point (Gom),Lucknow,Bengali,Quick Bites,4.2,237,348,Very Good (4.0-4.5),Mid-range (300-700),22.98,Yes,No
ZOM1753,Idli House (Hau),Delhi,Continental,Bakery,3.1,30,224,Average (2.5-3.5),Budget (<300),10.65,No,No
ZOM1754,Masala Magic (Sal),Kolkata,North Indian,Fine Dining,4.0,465,2506,Good (3.5-4.0),Luxury (1500+),24.58,Yes,No
ZOM1755,Desi Zaika (Ali),Kolkata,Chinese,Food Court,4.5,1999,690,Very Good (4.0-4.5),Mid-range (300-700),34.2,Yes,No
ZOM1756,The Grand Kitchen (Kor),Bangalore,Mexican,Quick Bites,3.6,1077,337,Good (3.5-4.0),Mid-range (300-700),25.14,Yes,No
ZOM1757,Flavors Restaurant (Cam),Pune,Mexican,Fine Dining,4.0,2611,1658,Good (3.5-4.0),Luxury (1500+),31.47,Yes,Yes
ZOM1758,South Kitchen (Jub),Hyderabad,Bengali,Casual Dining,4.0,3318,760,Good (3.5-4.0),Premium (700-1500),32.43,Yes,Yes
ZOM1759,Flavors Restaurant (Bal),Kolkata,North Indian,Cafe,3.8,1701,1345,Good (3.5-4.0),Premium (700-1500),28.27,Yes,No
ZOM1760,The Sandwich Shop (Jag),Jaipur,Italian,Food Court,3.2,1951,321,Average (2.5-3.5),Mid-range (300-700),24.25,Yes,No
ZOM1761,Noodle Box (Hau),Delhi,Gujarati,Food Court,4.6,2505,589,Excellent (4.5+),Mid-range (300-700),36.0,Yes,No
ZOM1762,Flavors Restaurant (Pow),Mumbai,Mughlai,Delivery Only,3.6,3650,501,Good (3.5-4.0),Mid-range (300-700),29.53,No,No
ZOM1763,Curry Leaf (And),Mumbai,Biryani,Casual Dining,4.7,1937,402,Excellent (4.5+),Mid-range (300-700),35.58,Yes,No
ZOM1764,Punjabi Tadka (Hau),Delhi,Biryani,Food Court,4.4,1121,360,Very Good (4.0-4.5),Mid-range (300-700),30.9,Yes,No
ZOM1765,Royal Feast (Ban),Hyderabad,Mughlai,Cafe,3.7,1551,1262,Good (3.5-4.0),Premium (700-1500),27.19,Yes,No
ZOM1766,Spice Garden (Ban),Hyderabad,Mexican,Food Court,2.6,3568,473,Average (2.5-3.5),Mid-range (300-700),21.27,No,No
ZOM1767,Burger House (HSR),Bangalore,Mughlai,Fine Dining,4.0,874,2385,Good (3.5-4.0),Luxury (1500+),27.1,Yes,Yes
ZOM1768,The Curry House (Kor),Bangalore,Biryani,Casual Dining,4.1,1288,524,Very Good (4.0-4.5),Mid-range (300-700),29.36,Yes,No
ZOM1769,South Kitchen (Whi),Bangalore,Italian,Delivery Only,4.2,4719,444,Very Good (4.0-4.5),Mid-range (300-700),35.53,Yes,No
ZOM1770,The Kebab Studio (Kar),Delhi,Thai,Food Court,3.3,934,207,Average (2.5-3.5),Budget (<300),22.57,Yes,No
ZOM1771,Chaat Corner (Ann),Chennai,Biryani,Dhaba,4.0,4287,795,Good (3.5-4.0),Premium (700-1500),33.45,Yes,No
ZOM1772,Curry Leaf (Gom),Lucknow,Bengali,Fine Dining,4.0,4237,4727,Good (3.5-4.0),Luxury (1500+),33.41,Yes,Yes
ZOM1773,Noodle Box (MI ),Jaipur,Continental,Dhaba,4.1,3331,370,Very Good (4.0-4.5),Mid-range (300-700),33.26,Yes,No
ZOM1774,Flavors Restaurant (Sak),Delhi,North Indian,Dhaba,4.0,4972,354,Good (3.5-4.0),Mid-range (300-700),34.05,Yes,No
ZOM1775,The Food Factory (Con),Delhi,Mexican,Delivery Only,4.2,3952,372,Very Good (4.0-4.5),Mid-range (300-700),34.79,No,No
ZOM1776,The Food Factory (Pra),Ahmedabad,Chinese,Dhaba,5.0,4110,526,Excellent (4.5+),Mid-range (300-700),41.61,Yes,No
ZOM1777,Saffron Kitchen (Kar),Delhi,Biryani,Bakery,2.7,984,603,Average (2.5-3.5),Mid-range (300-700),18.61,Yes,No
ZOM1778,Idli House (Ami),Lucknow,Bengali,Cafe,2.5,3701,1440,Poor (<2.5),Premium (700-1500),20.54,Yes,No
ZOM1779,Royal Feast (Man),Jaipur,Mughlai,Casual Dining,3.4,4785,515,Average (2.5-3.5),Mid-range (300-700),28.81,No,Yes
ZOM1780,The Grill House (Sal),Kolkata,Gujarati,Quick Bites,2.3,4961,473,Poor (<2.5),Mid-range (300-700),19.57,Yes,No
ZOM1781,Chaat Corner (MI ),Jaipur,Gujarati,Food Court,4.3,2166,257,Very Good (4.0-4.5),Budget (<300),33.03,Yes,No
ZOM1782,The Curry House (Nun),Chennai,Gujarati,Dhaba,3.1,3704,392,Average (2.5-3.5),Mid-range (300-700),25.47,Yes,No
ZOM1783,Noodle Box (Pra),Ahmedabad,Thai,Quick Bites,4.2,2406,386,Very Good (4.0-4.5),Mid-range (300-700),32.7,Yes,No
ZOM1784,Urban Bites (Hau),Delhi,Mexican,Quick Bites,4.9,2785,461,Excellent (4.5+),Mid-range (300-700),38.87,No,No
ZOM1785,Food Junction (Hau),Delhi,Fast Food,Quick Bites,3.3,665,248,Average (2.5-3.5),Budget (<300),21.45,Yes,No
ZOM1786,The Pizza Place (Man),Jaipur,North Indian,Delivery Only,3.1,3959,502,Average (2.5-3.5),Mid-range (300-700),25.68,Yes,No
ZOM1787,Bombay Bites (CG ),Ahmedabad,Gujarati,Casual Dining,2.8,4652,804,Average (2.5-3.5),Premium (700-1500),23.65,Yes,No
ZOM1788,Noodle Box (Kot),Pune,Mughlai,Bakery,3.4,2843,308,Average (2.5-3.5),Mid-range (300-700),27.04,No,No
ZOM1789,Noodle Box (T N),Chennai,Fast Food,Cafe,1.5,4321,952,Poor (<2.5),Premium (700-1500),12.56,Yes,No
ZOM1790,South Kitchen (New),Kolkata,Mexican,Fine Dining,3.4,4212,1974,Average (2.5-3.5),Luxury (1500+),28.38,Yes,Yes
ZOM1791,Spice Garden (Ind),Bangalore,Italian,Quick Bites,4.0,275,344,Good (3.5-4.0),Mid-range (300-700),22.48,Yes,No
ZOM1792,The Grill House (Ady),Chennai,Chinese,Cafe,3.4,3359,1393,Average (2.5-3.5),Premium (700-1500),27.61,Yes,No
ZOM1793,The Grill House (Bal),Kolkata,Thai,Fine Dining,4.4,2588,4575,Very Good (4.0-4.5),Luxury (1500+),34.58,Yes,No
ZOM1794,The Grand Kitchen (HSR),Bangalore,Mughlai,Fine Dining,3.8,294,4819,Good (3.5-4.0),Luxury (1500+),21.61,Yes,Yes
ZOM1795,Masala Magic (Ali),Lucknow,Chinese,Food Court,4.4,2929,780,Very Good (4.0-4.5),Premium (700-1500),35.12,Yes,No
ZOM1796,Green Leaf Cafe (MI ),Jaipur,Fast Food,Casual Dining,3.2,4781,1079,Average (2.5-3.5),Premium (700-1500),27.11,Yes,Yes
ZOM1797,Idli House (Ali),Lucknow,Italian,Cafe,3.7,3161,611,Good (3.5-4.0),Mid-range (300-700),29.82,Yes,No
ZOM1798,Saffron Kitchen (Civ),Jaipur,Gujarati,Quick Bites,4.6,388,492,Excellent (4.5+),Mid-range (300-700),27.43,No,No
ZOM1799,Curry Leaf (Ami),Lucknow,Thai,Casual Dining,4.3,1854,705,Very Good (4.0-4.5),Premium (700-1500),32.36,Yes,Yes
ZOM1800,The Biryani Bowl (Par),Kolkata,Fast Food,Bakery,3.3,2754,405,Average (2.5-3.5),Mid-range (300-700),26.14,Yes,No
ZOM1801,Idli House (Sec),Hyderabad,Mexican,Dhaba,4.2,4596,578,Very Good (4.0-4.5),Mid-range (300-700),35.42,No,No
ZOM1802,Taste of India (Aun),Pune,Bengali,Quick Bites,4.7,3816,390,Excellent (4.5+),Mid-range (300-700),38.76,Yes,No
ZOM1803,The Grand Kitchen (Sak),Delhi,Continental,Quick Bites,2.5,3647,436,Poor (<2.5),Mid-range (300-700),20.5,No,No
ZOM1804,Flavors Restaurant (Civ),Jaipur,Biryani,Fine Dining,2.5,3278,1509,Poor (<2.5),Luxury (1500+),20.24,Yes,Yes
ZOM1805,Noodle Box (Juh),Mumbai,Bengali,Delivery Only,3.8,3912,759,Good (3.5-4.0),Premium (700-1500),31.43,No,No
ZOM1806,Royal Feast (Whi),Bangalore,Fast Food,Food Court,3.8,157,390,Good (3.5-4.0),Mid-range (300-700),19.24,Yes,No
ZOM1807,Noodle Box (Ban),Hyderabad,South Indian,Delivery Only,3.0,3880,280,Average (2.5-3.5),Budget (<300),24.79,Yes,No
ZOM1808,The Kebab Studio (Ind),Lucknow,Bengali,Dhaba,3.5,4204,577,Average (2.5-3.5),Mid-range (300-700),29.2,Yes,No
ZOM1809,The Kebab Studio (Ali),Kolkata,Biryani,Casual Dining,3.9,513,712,Good (3.5-4.0),Premium (700-1500),24.34,Yes,No
ZOM1810,The Food Factory (CG ),Ahmedabad,Chinese,Bakery,4.1,4863,444,Very Good (4.0-4.5),Mid-range (300-700),34.81,Yes,No
ZOM1811,Saffron Kitchen (Par),Kolkata,Fast Food,Delivery Only,2.9,3413,774,Average (2.5-3.5),Premium (700-1500),23.59,Yes,No
ZOM1812,The Kebab Studio (Sak),Delhi,Chinese,Bakery,3.2,1104,391,Average (2.5-3.5),Mid-range (300-700),22.42,Yes,No
ZOM1813,Dosa Point (Sak),Delhi,Bengali,Bakery,5.0,3925,673,Excellent (4.5+),Mid-range (300-700),41.38,Yes,No
ZOM1814,Curry Leaf (Bal),Kolkata,Continental,Bakery,4.2,3176,568,Very Good (4.0-4.5),Mid-range (300-700),33.87,Yes,No
ZOM1815,The Pizza Place (Vai),Jaipur,Italian,Quick Bites,4.3,1912,227,Very Good (4.0-4.5),Budget (<300),32.49,No,No
ZOM1816,Food Junction (Col),Mumbai,Mughlai,Delivery Only,4.5,2878,514,Very Good (4.0-4.5),Mid-range (300-700),35.84,Yes,No
ZOM1817,Chaat Corner (MG ),Bangalore,Fast Food,Casual Dining,4.0,3927,1301,Good (3.5-4.0),Premium (700-1500),33.1,Yes,No
ZOM1818,Urban Bites (T N),Chennai,Italian,Fine Dining,2.5,2391,4907,Poor (<2.5),Luxury (1500+),19.45,No,Yes
ZOM1819,Royal Feast (Pra),Ahmedabad,North Indian,Cafe,3.2,394,1399,Average (2.5-3.5),Premium (700-1500),19.13,Yes,No
ZOM1820,Urban Bites (Nav),Ahmedabad,Fast Food,Casual Dining,4.0,1860,851,Good (3.5-4.0),Premium (700-1500),30.12,Yes,Yes
ZOM1821,The Grand Kitchen (Gom),Lucknow,Chinese,Bakery,3.5,3227,713,Average (2.5-3.5),Premium (700-1500),28.28,Yes,No
ZOM1822,The Kebab Studio (Ala),Lucknow,Mughlai,Fine Dining,3.2,887,4777,Average (2.5-3.5),Luxury (1500+),21.72,Yes,Yes
ZOM1823,Bombay Bites (Vai),Jaipur,Biryani,Cafe,3.7,379,850,Good (3.5-4.0),Premium (700-1500),21.98,Yes,No
ZOM1824,The Biryani Bowl (Mad),Hyderabad,Biryani,Food Court,3.4,3067,312,Average (2.5-3.5),Mid-range (300-700),27.3,Yes,No
ZOM1825,Flavors Restaurant (Whi),Bangalore,Continental,Dhaba,3.8,3202,764,Good (3.5-4.0),Premium (700-1500),30.67,Yes,No
ZOM1826,Noodle Box (Kar),Delhi,South Indian,Fine Dining,2.6,144,4116,Average (2.5-3.5),Luxury (1500+),12.94,Yes,Yes
ZOM1827,Green Leaf Cafe (Laj),Delhi,Mexican,Quick Bites,4.5,892,208,Very Good (4.0-4.5),Budget (<300),30.58,Yes,No
ZOM1828,Bombay Bites (Vas),Ahmedabad,Thai,Dhaba,5.0,54,396,Excellent (4.5+),Mid-range (300-700),20.04,No,No
ZOM1829,The Diner (Sal),Kolkata,North Indian,Food Court,3.2,1478,758,Average (2.5-3.5),Premium (700-1500),23.36,Yes,No
ZOM1830,Food Junction (Hau),Delhi,Continental,Dhaba,3.3,456,414,Average (2.5-3.5),Mid-range (300-700),20.21,Yes,No
ZOM1831,Royal Feast (Gac),Hyderabad,Italian,Dhaba,3.9,132,676,Good (3.5-4.0),Mid-range (300-700),19.07,Yes,No
ZOM1832,The Sandwich Shop (Myl),Chennai,Bengali,Delivery Only,4.0,2766,521,Good (3.5-4.0),Mid-range (300-700),31.7,No,No
ZOM1833,The Sandwich Shop (Man),Ahmedabad,Fast Food,Fine Dining,3.7,522,2848,Good (3.5-4.0),Luxury (1500+),23.16,No,No
ZOM1834,Royal Feast (Sec),Hyderabad,Chinese,Casual Dining,2.8,1346,824,Average (2.5-3.5),Premium (700-1500),20.18,Yes,Yes
ZOM1835,Taste of India (HSR),Bangalore,Bengali,Bakery,3.9,3807,403,Good (3.5-4.0),Mid-range (300-700),32.15,Yes,No
ZOM1836,Idli House (Dwa),Delhi,Thai,Food Court,4.9,4878,713,Excellent (4.5+),Premium (700-1500),41.61,No,No
ZOM1837,Idli House (Man),Ahmedabad,Fast Food,Bakery,3.8,2638,365,Good (3.5-4.0),Mid-range (300-700),29.94,Yes,No
ZOM1838,Burger House (Vim),Pune,Mughlai,Dhaba,3.2,158,694,Average (2.5-3.5),Mid-range (300-700),16.22,No,No
ZOM1839,Noodle Box (Man),Jaipur,Fast Food,Fine Dining,3.8,2605,2449,Good (3.5-4.0),Luxury (1500+),29.89,No,No
ZOM1840,Noodle Box (Ali),Lucknow,Mexican,Food Court,4.9,2200,566,Excellent (4.5+),Mid-range (300-700),37.71,Yes,No
ZOM1841,South Kitchen (Vel),Chennai,Bengali,Dhaba,4.6,2854,333,Excellent (4.5+),Mid-range (300-700),36.6,Yes,No
ZOM1842,Dosa Point (Dad),Mumbai,North Indian,Fine Dining,5.0,3854,4897,Excellent (4.5+),Luxury (1500+),41.29,Yes,Yes
ZOM1843,The Biryani Bowl (Kor),Pune,Continental,Bakery,3.3,4200,258,Average (2.5-3.5),Budget (<300),27.53,No,No
ZOM1844,Punjabi Tadka (Jub),Hyderabad,Gujarati,Delivery Only,3.6,2560,278,Good (3.5-4.0),Budget (<300),28.25,Yes,No
ZOM1845,Spice Garden (Sal),Kolkata,North Indian,Bakery,3.0,4762,759,Average (2.5-3.5),Premium (700-1500),25.41,No,No
ZOM1846,Punjabi Tadka (Ann),Chennai,Biryani,Food Court,4.0,2969,613,Good (3.5-4.0),Mid-range (300-700),31.99,Yes,No
ZOM1847,Royal Feast (Ali),Kolkata,South Indian,Food Court,2.8,288,648,Average (2.5-3.5),Mid-range (300-700),15.87,Yes,No
ZOM1848,The Pizza Place (Jay),Bangalore,Fast Food,Bakery,3.7,1096,282,Good (3.5-4.0),Budget (<300),25.9,Yes,No
ZOM1849,Spice Garden (Vai),Jaipur,Fast Food,Delivery Only,4.2,3496,272,Very Good (4.0-4.5),Budget (<300),34.27,Yes,No
ZOM1850,Punjabi Tadka (Ali),Lucknow,South Indian,Quick Bites,3.1,4718,315,Average (2.5-3.5),Mid-range (300-700),26.22,Yes,No
ZOM1851,Olive Garden (Aun),Pune,Mughlai,Quick Bites,4.2,4942,432,Very Good (4.0-4.5),Mid-range (300-700),35.72,Yes,No
ZOM1852,Green Leaf Cafe (Mal),Jaipur,Italian,Dhaba,3.9,4790,326,Good (3.5-4.0),Mid-range (300-700),33.05,Yes,No
ZOM1853,Punjabi Tadka (Vai),Jaipur,North Indian,Fine Dining,3.4,4467,4842,Average (2.5-3.5),Luxury (1500+),28.58,No,No
ZOM1854,Saffron Kitchen (Ali),Lucknow,Gujarati,Casual Dining,4.9,4744,1314,Excellent (4.5+),Premium (700-1500),41.48,Yes,Yes
ZOM1855,The Kebab Studio (Vel),Chennai,Continental,Bakery,3.4,4143,576,Average (2.5-3.5),Mid-range (300-700),28.32,Yes,No
ZOM1856,The Diner (Myl),Chennai,Chinese,Delivery Only,3.0,2222,238,Average (2.5-3.5),Budget (<300),23.12,Yes,No
ZOM1857,Idli House (Ind),Bangalore,North Indian,Cafe,4.2,1139,1470,Very Good (4.0-4.5),Premium (700-1500),29.56,Yes,No
ZOM1858,The Food Factory (Cam),Pune,North Indian,Cafe,3.2,2789,1343,Average (2.5-3.5),Premium (700-1500),25.39,Yes,No
ZOM1859,Olive Garden (Myl),Chennai,Thai,Fine Dining,3.1,2255,1560,Average (2.5-3.5),Luxury (1500+),23.94,Yes,Yes
ZOM1860,The Kebab Studio (Laj),Delhi,Bengali,Delivery Only,4.0,3015,727,Good (3.5-4.0),Premium (700-1500),32.05,Yes,No
ZOM1861,Royal Feast (Cam),Pune,Chinese,Cafe,2.8,1531,1038,Average (2.5-3.5),Premium (700-1500),20.54,Yes,No
ZOM1862,The Sandwich Shop (Nav),Ahmedabad,Italian,Quick Bites,2.7,2371,470,Average (2.5-3.5),Mid-range (300-700),20.98,Yes,No
ZOM1863,Royal Feast (Hit),Hyderabad,Italian,Fine Dining,3.8,695,1993,Good (3.5-4.0),Luxury (1500+),24.87,Yes,No
ZOM1864,The Grill House (Nun),Chennai,North Indian,Food Court,3.1,299,748,Average (2.5-3.5),Premium (700-1500),17.68,Yes,No
ZOM1865,Tikka Town (CG ),Ahmedabad,Italian,Delivery Only,2.7,1878,767,Average (2.5-3.5),Premium (700-1500),20.35,Yes,No
ZOM1866,Dosa Point (Ann),Chennai,Gujarati,Casual Dining,2.8,2822,1141,Average (2.5-3.5),Premium (700-1500),22.25,Yes,Yes
ZOM1867,Tikka Town (Myl),Chennai,Biryani,Bakery,4.2,2472,451,Very Good (4.0-4.5),Mid-range (300-700),32.82,Yes,No
ZOM1868,Bombay Bites (Kor),Pune,Continental,Delivery Only,3.4,1363,384,Average (2.5-3.5),Mid-range (300-700),24.54,Yes,No
ZOM1869,Tikka Town (HSR),Bangalore,Gujarati,Bakery,2.5,4356,334,Poor (<2.5),Mid-range (300-700),20.95,No,No
ZOM1870,Curry Leaf (Pra),Ahmedabad,Biryani,Dhaba,3.4,3649,406,Average (2.5-3.5),Mid-range (300-700),27.89,Yes,No
ZOM1871,The Pizza Place (Nun),Chennai,South Indian,Bakery,3.7,827,202,Good (3.5-4.0),Budget (<300),24.86,Yes,No
ZOM1872,Olive Garden (Pow),Mumbai,Gujarati,Fine Dining,3.2,125,2507,Average (2.5-3.5),Luxury (1500+),15.48,No,Yes
ZOM1873,Punjabi Tadka (Sec),Hyderabad,Fast Food,Bakery,3.4,929,220,Average (2.5-3.5),Budget (<300),23.24,Yes,No
ZOM1874,The Kebab Studio (Man),Jaipur,Gujarati,Fine Dining,3.6,2673,2463,Good (3.5-4.0),Luxury (1500+),28.41,No,Yes
ZOM1875,Idli House (Whi),Bangalore,Chinese,Bakery,4.6,4169,328,Excellent (4.5+),Mid-range (300-700),38.34,Yes,No
ZOM1876,Dosa Point (Sal),Kolkata,Continental,Dhaba,3.8,2192,734,Good (3.5-4.0),Premium (700-1500),29.23,Yes,No
ZOM1877,Food Junction (Kar),Delhi,Italian,Delivery Only,2.5,281,260,Poor (<2.5),Budget (<300),14.1,Yes,No
ZOM1878,The Biryani Bowl (Ala),Lucknow,Chinese,Quick Bites,4.0,1918,460,Good (3.5-4.0),Mid-range (300-700),30.24,Yes,No
ZOM1879,Royal Feast (Civ),Jaipur,Mexican,Food Court,4.1,2596,766,Very Good (4.0-4.5),Premium (700-1500),32.23,Yes,No
ZOM1880,Taste of India (Myl),Chennai,Mexican,Dhaba,2.7,1576,513,Average (2.5-3.5),Mid-range (300-700),19.88,No,No
ZOM1881,The Pizza Place (Myl),Chennai,Gujarati,Cafe,4.7,2859,1247,Excellent (4.5+),Premium (700-1500),37.41,Yes,No
ZOM1882,Curry Leaf (Ady),Chennai,Italian,Food Court,3.9,141,460,Good (3.5-4.0),Mid-range (300-700),19.33,Yes,No
ZOM1883,The Kebab Studio (Con),Delhi,Mexican,Fine Dining,2.2,91,4012,Poor (<2.5),Luxury (1500+),9.95,Yes,Yes
ZOM1884,Urban Bites (Cam),Pune,Continental,Delivery Only,2.9,2947,798,Average (2.5-3.5),Premium (700-1500),23.17,Yes,No
ZOM1885,South Kitchen (Sal),Kolkata,Mexican,Bakery,4.0,3634,571,Good (3.5-4.0),Mid-range (300-700),32.79,Yes,No
ZOM1886,Taste of India (Vel),Chennai,Gujarati,Bakery,3.8,3323,488,Good (3.5-4.0),Mid-range (300-700),30.81,Yes,No
ZOM1887,Tikka Town (Jay),Bangalore,Mexican,Bakery,4.9,725,434,Excellent (4.5+),Mid-range (300-700),32.28,No,No
ZOM1888,Royal Feast (Civ),Jaipur,Chinese,Delivery Only,3.2,503,314,Average (2.5-3.5),Mid-range (300-700),19.91,Yes,No
ZOM1889,Bombay Bites (Myl),Chennai,Mughlai,Dhaba,2.8,4774,433,Average (2.5-3.5),Mid-range (300-700),23.72,Yes,No
ZOM1890,The Sandwich Shop (Aun),Pune,Mughlai,Food Court,3.3,2258,326,Average (2.5-3.5),Mid-range (300-700),25.48,Yes,No
ZOM1891,Desi Zaika (Ban),Mumbai,Chinese,Casual Dining,3.2,3987,811,Average (2.5-3.5),Premium (700-1500),26.53,Yes,No
ZOM1892,Burger House (Kor),Pune,Mexican,Casual Dining,2.2,2415,1357,Poor (<2.5),Premium (700-1500),17.14,Yes,Yes
ZOM1893,Royal Feast (Nav),Ahmedabad,Biryani,Fine Dining,4.7,2247,3877,Excellent (4.5+),Luxury (1500+),36.27,Yes,No
ZOM1894,Punjabi Tadka (Mal),Jaipur,Bengali,Cafe,3.3,453,540,Average (2.5-3.5),Mid-range (300-700),20.19,Yes,No
ZOM1895,The Diner (Kor),Pune,Italian,Food Court,3.0,2982,292,Average (2.5-3.5),Budget (<300),24.0,Yes,No
ZOM1896,Dosa Point (Kar),Delhi,Mughlai,Quick Bites,3.9,243,469,Good (3.5-4.0),Mid-range (300-700),21.44,Yes,No
ZOM1897,Burger House (CG ),Ahmedabad,Gujarati,Food Court,3.1,2977,494,Average (2.5-3.5),Mid-range (300-700),24.8,Yes,No
ZOM1898,Masala Magic (Par),Kolkata,Gujarati,Food Court,3.9,4171,650,Good (3.5-4.0),Mid-range (300-700),32.51,Yes,No
ZOM1899,The Grill House (Par),Kolkata,Biryani,Quick Bites,3.4,821,252,Average (2.5-3.5),Budget (<300),22.82,No,No
ZOM1900,The Grand Kitchen (Ind),Bangalore,Continental,Quick Bites,4.1,825,320,Very Good (4.0-4.5),Mid-range (300-700),27.54,Yes,No
ZOM1901,Royal Feast (Myl),Chennai,Gujarati,Fine Dining,4.6,255,3288,Excellent (4.5+),Luxury (1500+),25.51,Yes,Yes
ZOM1902,Dosa Point (Gom),Lucknow,Mughlai,Quick Bites,4.2,3705,293,Very Good (4.0-4.5),Budget (<300),34.51,Yes,No
ZOM1903,Punjabi Tadka (Pra),Ahmedabad,Mexican,Delivery Only,3.0,3898,272,Average (2.5-3.5),Budget (<300),24.81,No,No
ZOM1904,Urban Bites (Gom),Lucknow,Continental,Dhaba,3.5,2684,797,Average (2.5-3.5),Premium (700-1500),27.63,Yes,No
ZOM1905,Curry Leaf (Sec),Hyderabad,Gujarati,Fine Dining,4.8,2551,2887,Excellent (4.5+),Luxury (1500+),37.65,No,Yes
ZOM1906,Bombay Bites (Pra),Ahmedabad,South Indian,Food Court,3.9,2999,612,Good (3.5-4.0),Mid-range (300-700),31.22,Yes,No
ZOM1907,Punjabi Tadka (Mad),Hyderabad,Continental,Delivery Only,2.4,4013,628,Poor (<2.5),Mid-range (300-700),19.91,Yes,No
ZOM1908,The Pizza Place (MI ),Jaipur,Thai,Dhaba,3.7,4999,256,Good (3.5-4.0),Budget (<300),31.51,Yes,No
ZOM1909,The Sandwich Shop (New),Kolkata,Bengali,Quick Bites,3.6,2487,197,Good (3.5-4.0),Budget (<300),28.15,Yes,No
ZOM1910,Urban Bites (Ind),Bangalore,Continental,Casual Dining,3.7,3812,1150,Good (3.5-4.0),Premium (700-1500),30.51,No,Yes
ZOM1911,Curry Leaf (Man),Ahmedabad,Fast Food,Bakery,3.3,2344,534,Average (2.5-3.5),Mid-range (300-700),25.61,Yes,No
ZOM1912,The Pizza Place (Ala),Lucknow,Gujarati,Quick Bites,3.6,3125,194,Good (3.5-4.0),Budget (<300),28.97,Yes,No
ZOM1913,Burger House (Ban),Mumbai,Gujarati,Food Court,3.2,4321,522,Average (2.5-3.5),Mid-range (300-700),26.79,No,No
ZOM1914,Food Junction (Nun),Chennai,Bengali,Bakery,2.8,7,258,Average (2.5-3.5),Budget (<300),5.82,No,No
ZOM1915,Dosa Point (Kor),Bangalore,Italian,Quick Bites,2.7,2626,281,Average (2.5-3.5),Budget (<300),21.26,Yes,No
ZOM1916,The Pizza Place (CG ),Ahmedabad,Chinese,Cafe,4.6,2895,1297,Excellent (4.5+),Premium (700-1500),36.67,Yes,No
ZOM1917,Royal Feast (HSR),Bangalore,Continental,Casual Dining,4.4,1284,960,Very Good (4.0-4.5),Premium (700-1500),31.5,Yes,Yes
ZOM1918,Flavors Restaurant (Col),Mumbai,Bengali,Cafe,4.1,675,1118,Very Good (4.0-4.5),Premium (700-1500),26.72,Yes,No
ZOM1919,The Pizza Place (Par),Kolkata,South Indian,Dhaba,4.2,1960,335,Very Good (4.0-4.5),Mid-range (300-700),31.84,No,No
ZOM1920,Saffron Kitchen (Col),Mumbai,Continental,Food Court,4.5,254,679,Very Good (4.0-4.5),Mid-range (300-700),24.94,No,No
ZOM1921,The Grill House (MI ),Jaipur,Continental,Bakery,5.0,3390,699,Excellent (4.5+),Mid-range (300-700),40.64,Yes,No
ZOM1922,Burger House (Nav),Ahmedabad,Mexican,Bakery,3.2,48,464,Average (2.5-3.5),Mid-range (300-700),12.45,No,No
ZOM1923,Desi Zaika (Hit),Hyderabad,Mughlai,Food Court,4.1,2947,419,Very Good (4.0-4.5),Mid-range (300-700),32.75,Yes,No
ZOM1924,Taste of India (Ali),Lucknow,Gujarati,Food Court,3.4,2977,775,Average (2.5-3.5),Premium (700-1500),27.2,Yes,No
ZOM1925,Bombay Bites (Vas),Ahmedabad,Bengali,Cafe,3.2,494,1337,Average (2.5-3.5),Premium (700-1500),19.85,Yes,No
ZOM1926,Royal Feast (Jub),Hyderabad,Bengali,Food Court,3.0,3521,719,Average (2.5-3.5),Premium (700-1500),24.5,No,No
